CustomerID,recency,frequency,monetary,R,F,M,RFM_Score,Segment
13032.0,51,2,1010.18,3,2,4,324,Others
13034.0,54,1,476.91,3,1,2,312,Others
13035.0,73,2,921.88,2,2,4,224,Hibernating
13037.0,137,3,881.07,2,3,3,233,At Risk
13038.0,79,3,908.46,2,3,3,233,At Risk
13040.0,8,2,676.99,5,2,3,523,Potential Loyalist
13043.0,272,1,516.42,1,1,3,113,Hibernating
13044.0,290,1,560.47,1,1,3,113,Hibernating
13045.0,98,1,305.28,2,1,2,212,Hibernating
13046.0,30,2,629.31,4,2,3,423,Potential Loyalist
13047.0,31,7,2870.91,3,5,5,355,Loyal Customers
13048.0,13,4,1819.41,4,4,4,444,Champions
13049.0,63,2,656.68,3,2,3,323,Others
13050.0,14,13,4636.99,4,5,5,455,Champions
13052.0,211,1,348.15,1,1,2,112,Hibernating
13055.0,77,3,1214.41,2,3,4,234,At Risk
13058.0,24,3,271.4,4,3,2,432,Loyal Customers
13059.0,249,1,183.4,1,1,1,111,Hibernating
13060.0,253,1,307.53,1,1,2,112,Hibernating
13061.0,71,1,248.61,2,1,2,212,Hibernating
13062.0,190,1,346.98,1,1,2,112,Hibernating
13064.0,12,4,1105.59,4,4,4,444,Champions
13066.0,23,2,470.8,4,2,2,422,Potential Loyalist
13067.0,81,1,115.46,2,1,1,211,Hibernating
13068.0,9,2,344.0,5,2,2,522,Potential Loyalist
13069.0,0,20,3787.32,5,5,5,555,Champions
13070.0,191,1,228.8,1,1,1,111,Hibernating
13072.0,266,1,177.15,1,1,1,111,Hibernating
13075.0,129,1,919.61,2,1,4,214,Hibernating
13077.0,0,3,414.3,5,3,2,532,Loyal Customers
13078.0,2,24,11746.78,5,5,5,555,Champions
13079.0,3,5,220.1,5,4,1,541,Loyal Customers
13080.0,178,1,58.08,1,1,1,111,Hibernating
13081.0,11,9,25970.6,5,5,5,555,Champions
13082.0,125,9,3613.63,2,5,5,255,At Risk
13083.0,3,2,303.75,5,2,2,522,Potential Loyalist
13085.0,157,2,416.08,2,2,2,222,Hibernating
13089.0,2,89,52808.87,5,5,5,555,Champions
13090.0,8,11,7902.42,5,5,5,555,Champions
13091.0,27,1,345.82,4,1,2,412,Potential Loyalist
13092.0,70,4,292.38,2,4,2,242,At Risk
13093.0,275,5,4036.96,1,4,5,145,At Risk
13094.0,20,11,1703.64,4,5,4,454,Champions
13095.0,70,1,74.4,2,1,1,211,Hibernating
13097.0,32,9,5698.32,3,5,5,355,Loyal Customers
13098.0,0,28,28882.44,5,5,5,555,Champions
13099.0,98,1,207.36,2,1,1,211,Hibernating
13101.0,233,1,101.19,1,1,1,111,Hibernating
13102.0,0,22,5750.17,5,5,5,555,Champions
13103.0,39,1,243.94,3,1,2,312,Others
13104.0,2,5,996.72,5,4,4,544,Champions
13106.0,132,1,76.5,2,1,1,211,Hibernating
13107.0,43,4,1531.62,3,4,4,344,Loyal Customers
13109.0,59,2,786.54,3,2,3,323,Others
13110.0,30,7,1488.67,4,5,4,454,Champions
13113.0,0,23,11872.99,5,5,5,555,Champions
13115.0,11,4,2294.78,5,4,5,545,Champions
13116.0,137,1,501.14,2,1,3,213,Hibernating
13117.0,21,6,596.76,4,5,3,453,Loyal Customers
13118.0,19,5,1197.81,4,4,4,444,Champions
13120.0,238,1,30.6,1,1,1,111,Hibernating
13121.0,268,1,283.73,1,1,2,112,Hibernating
13122.0,93,2,922.39,2,2,4,224,Hibernating
13124.0,89,2,2500.01,2,2,5,225,Hibernating
13126.0,4,6,1876.2,5,5,4,554,Champions
13127.0,77,1,259.17,2,1,2,212,Hibernating
13130.0,93,1,64.0,2,1,1,211,Hibernating
13131.0,22,3,1073.3,4,3,4,434,Loyal Customers
13132.0,261,1,77.3,1,1,1,111,Hibernating
13133.0,273,2,109.8,1,2,1,121,Hibernating
13134.0,85,4,1793.58,2,4,4,244,At Risk
13135.0,196,1,3096.0,1,1,5,115,Hibernating
13136.0,55,5,2607.61,3,4,5,345,Loyal Customers
13137.0,10,8,3603.29,5,5,5,555,Champions
13138.0,21,5,769.16,4,4,3,443,Loyal Customers
13139.0,15,7,5064.94,4,5,5,455,Champions
13140.0,107,2,264.21,2,2,2,222,Hibernating
13141.0,84,5,2388.75,2,4,5,245,At Risk
13142.0,18,1,307.09,4,1,2,412,Potential Loyalist
13144.0,332,1,110.95,1,1,1,111,Hibernating
13145.0,39,3,323.52,3,3,2,332,Loyal Customers
13146.0,25,1,228.91,4,1,1,411,Potential Loyalist
13147.0,9,4,712.8,5,4,3,543,Loyal Customers
13148.0,28,11,3373.86,4,5,5,455,Champions
13149.0,13,4,1676.06,4,4,4,444,Champions
13151.0,295,1,1257.87,1,1,4,114,Hibernating
13153.0,5,1,486.22,5,1,3,513,Potential Loyalist
13155.0,32,3,592.06,3,3,3,333,Loyal Customers
13157.0,48,4,1741.22,3,4,4,344,Loyal Customers
13158.0,94,4,1201.06,2,4,4,244,At Risk
13159.0,8,4,1429.35,5,4,4,544,Champions
13160.0,21,1,91.8,4,1,1,411,Potential Loyalist
13161.0,312,1,112.75,1,1,1,111,Hibernating
13162.0,121,4,1688.29,2,4,4,244,At Risk
13165.0,45,1,666.84,3,1,3,313,Others
13166.0,282,1,417.2,1,1,2,112,Hibernating
13167.0,18,4,791.33,4,4,3,443,Loyal Customers
13168.0,35,4,1299.59,3,4,4,344,Loyal Customers
13169.0,63,2,712.88,3,2,3,323,Others
13170.0,26,1,108.81,4,1,1,411,Potential Loyalist
13171.0,21,3,468.41,4,3,2,432,Loyal Customers
13173.0,3,1,187.71,5,1,1,511,Potential Loyalist
13174.0,15,2,1373.76,4,2,4,424,Potential Loyalist
13176.0,45,1,481.49,3,1,3,313,Others
13177.0,64,1,282.45,3,1,2,312,Others
13178.0,25,10,5015.47,4,5,5,455,Champions
13182.0,44,1,121.18,3,1,1,311,Others
13183.0,7,9,3957.78,5,5,5,555,Champions
13184.0,14,10,1668.95,4,5,4,454,Champions
13185.0,267,1,71.4,1,1,1,111,Hibernating
13186.0,39,3,1575.89,3,3,4,334,Loyal Customers
13187.0,336,1,236.02,1,1,1,111,Hibernating
13188.0,10,1,114.6,5,1,1,511,Potential Loyalist
13189.0,18,2,260.68,4,2,2,422,Potential Loyalist
13192.0,94,2,911.94,2,2,3,223,Hibernating
13193.0,60,1,112.08,3,1,1,311,Others
13194.0,135,1,60.7,2,1,1,211,Hibernating
13196.0,10,4,1797.78,5,4,4,544,Champions
13198.0,9,5,3016.69,5,4,5,545,Champions
13199.0,3,36,9105.32,5,5,5,555,Champions
13200.0,18,4,870.09,4,4,3,443,Loyal Customers
13203.0,9,4,869.46,5,4,3,543,Loyal Customers
13207.0,14,2,250.26,4,2,2,422,Potential Loyalist
13208.0,58,6,1217.65,3,5,4,354,Loyal Customers
13209.0,29,7,5572.76,4,5,5,455,Champions
13210.0,93,1,353.48,2,1,2,212,Hibernating
13211.0,9,2,984.72,5,2,4,524,Potential Loyalist
13212.0,19,3,786.83,4,3,3,433,Loyal Customers
13213.0,56,5,1520.58,3,4,4,344,Loyal Customers
13216.0,267,1,333.74,1,1,2,112,Hibernating
13217.0,121,3,533.98,2,3,3,233,At Risk
13218.0,126,1,62.64,2,1,1,211,Hibernating
13220.0,77,4,819.29,2,4,3,243,At Risk
13221.0,239,1,349.25,1,1,2,112,Hibernating
13223.0,199,2,163.2,1,2,1,121,Hibernating
13224.0,59,2,2155.95,3,2,5,325,Others
13225.0,2,6,5257.12,5,5,5,555,Champions
13226.0,272,1,108.21,1,1,1,111,Hibernating
13227.0,201,1,257.7,1,1,2,112,Hibernating
13228.0,80,1,358.0,2,1,2,212,Hibernating
13229.0,225,1,160.95,1,1,1,111,Hibernating
13230.0,3,13,2662.18,5,5,5,555,Champions
13232.0,12,7,1328.35,4,5,4,454,Champions
13233.0,73,2,605.12,2,2,3,223,Hibernating
13235.0,211,1,1031.07,1,1,4,114,Hibernating
13236.0,24,2,744.85,4,2,3,423,Potential Loyalist
13238.0,16,3,609.58,4,3,3,433,Loyal Customers
13239.0,261,1,329.56,1,1,2,112,Hibernating
13240.0,95,3,439.58,2,3,2,232,At Risk
13242.0,111,3,270.4,2,3,2,232,At Risk
13243.0,202,1,585.12,1,1,3,113,Hibernating
13244.0,92,1,121.74,2,1,1,211,Hibernating
13245.0,50,1,430.5,3,1,2,312,Others
13246.0,17,6,1961.52,4,5,4,454,Champions
13247.0,17,4,501.12,4,4,3,443,Loyal Customers
13248.0,124,2,465.68,2,2,2,222,Hibernating
13249.0,91,3,711.41,2,3,3,233,At Risk
13253.0,156,2,1030.4,2,2,4,224,Hibernating
13255.0,8,1,173.81,5,1,1,511,Potential Loyalist
13256.0,13,1,0.0,4,1,1,411,Potential Loyalist
13258.0,11,3,672.83,5,3,3,533,Loyal Customers
13259.0,61,1,283.18,3,1,2,312,Others
13260.0,60,1,557.62,3,1,3,313,Others
13261.0,268,2,944.1,1,2,4,124,Hibernating
13262.0,262,1,200.29,1,1,1,111,Hibernating
13263.0,0,35,7436.93,5,5,5,555,Champions
13265.0,52,5,2092.66,3,4,5,345,Loyal Customers
13266.0,10,12,3834.26,5,5,5,555,Champions
13267.0,2,17,3899.19,5,5,5,555,Champions
13268.0,17,11,3174.75,4,5,5,455,Champions
13269.0,0,13,4681.11,5,5,5,555,Champions
13271.0,36,1,211.49,3,1,1,311,Others
13272.0,30,2,276.56,4,2,2,422,Potential Loyalist
13273.0,112,1,138.98,2,1,1,211,Hibernating
13276.0,63,2,590.93,3,2,3,323,Others
13277.0,15,4,258.4,4,4,2,442,Loyal Customers
13278.0,40,1,542.73,3,1,3,313,Others
13279.0,77,1,137.75,2,1,1,211,Hibernating
13280.0,121,3,798.46,2,3,3,233,At Risk
13282.0,17,3,1132.14,4,3,4,434,Loyal Customers
13283.0,59,2,93.66,3,2,1,321,Others
13284.0,330,1,201.19,1,1,1,111,Hibernating
13285.0,22,4,2709.12,4,4,5,445,Champions
13291.0,155,1,361.11,2,1,2,212,Hibernating
13292.0,38,2,578.94,3,2,3,323,Others
13294.0,189,2,873.74,1,2,3,123,Hibernating
13296.0,136,1,87.4,2,1,1,211,Hibernating
13297.0,7,4,2089.85,5,4,5,545,Champions
13298.0,0,1,360.0,5,1,2,512,Potential Loyalist
13299.0,267,1,142.5,1,1,1,111,Hibernating
13300.0,168,1,371.89,1,1,2,112,Hibernating
13301.0,103,4,618.09,2,4,3,243,At Risk
13302.0,154,1,63.75,2,1,1,211,Hibernating
13305.0,3,9,1864.66,5,5,4,554,Champions
13307.0,119,1,15.0,2,1,1,211,Hibernating
13308.0,22,3,1385.51,4,3,4,434,Loyal Customers
13309.0,6,5,1456.79,5,4,4,544,Champions
13310.0,27,3,1132.03,4,3,4,434,Loyal Customers
13311.0,3,2,598.57,5,2,3,523,Potential Loyalist
13313.0,21,5,1555.32,4,4,4,444,Champions
13314.0,1,3,775.94,5,3,3,533,Loyal Customers
13316.0,36,4,5732.93,3,4,5,345,Loyal Customers
13317.0,65,4,2035.63,3,4,5,345,Loyal Customers
13318.0,0,3,640.76,5,3,3,533,Loyal Customers
13319.0,4,22,9294.47,5,5,5,555,Champions
13320.0,77,4,1532.2,2,4,4,244,At Risk
13321.0,71,2,567.36,2,2,3,223,Hibernating
13322.0,16,1,199.48,4,1,1,411,Potential Loyalist
13323.0,2,5,787.85,5,4,3,543,Loyal Customers
13324.0,35,9,6471.85,3,5,5,355,Loyal Customers
13325.0,81,1,675.3,2,1,3,213,Hibernating
13327.0,38,6,2882.77,3,5,5,355,Loyal Customers
13328.0,315,1,1308.48,1,1,4,114,Hibernating
13329.0,31,1,484.8,3,1,3,313,Others
13330.0,92,3,1140.93,2,3,4,234,At Risk
13332.0,13,1,350.9,4,1,2,412,Potential Loyalist
13334.0,81,3,3502.32,2,3,5,235,At Risk
13336.0,76,1,795.12,2,1,3,213,Hibernating
13338.0,157,1,487.02,2,1,3,213,Hibernating
13339.0,200,1,860.12,1,1,3,113,Hibernating
13340.0,44,7,10736.48,3,5,5,355,Loyal Customers
13341.0,260,1,775.85,1,1,3,113,Hibernating
13343.0,177,1,353.43,1,1,2,112,Hibernating
13344.0,67,3,2511.69,2,3,5,235,At Risk
13345.0,287,1,389.5,1,1,2,112,Hibernating
13347.0,69,1,341.36,2,1,2,212,Hibernating
13348.0,63,1,233.76,3,1,1,311,Others
13349.0,10,1,247.32,5,1,2,512,Potential Loyalist
13350.0,15,2,979.12,4,2,4,424,Potential Loyalist
13351.0,65,1,373.94,3,1,2,312,Others
13352.0,59,1,397.98,3,1,2,312,Others
13354.0,70,1,743.53,2,1,3,213,Hibernating
13355.0,121,1,674.7,2,1,3,213,Hibernating
13356.0,79,1,768.24,2,1,3,213,Hibernating
13357.0,256,1,609.4,1,1,3,113,Hibernating
13358.0,268,1,439.03,1,1,2,112,Hibernating
13359.0,63,1,439.56,3,1,2,312,Others
13362.0,8,4,3090.74,5,4,5,545,Champions
13363.0,17,2,992.5,4,2,4,424,Potential Loyalist
13364.0,70,1,134.96,2,1,1,211,Hibernating
13365.0,33,2,2225.37,3,2,5,325,Others
13366.0,49,1,56.16,3,1,1,311,Others
13368.0,256,2,623.4,1,2,3,123,Hibernating
13372.0,89,1,378.64,2,1,2,212,Hibernating
13373.0,60,3,3312.25,3,3,5,335,Loyal Customers
13375.0,88,1,778.65,2,1,3,213,Hibernating
13376.0,98,3,1019.76,2,3,4,234,At Risk
13379.0,25,3,572.56,4,3,3,433,Loyal Customers
13381.0,31,6,3639.31,3,5,5,355,Loyal Customers
13382.0,280,1,222.99,1,1,1,111,Hibernating
13384.0,30,7,4151.93,4,5,5,455,Champions
13385.0,329,1,534.57,1,1,3,113,Hibernating
13388.0,130,2,677.1,2,2,3,223,Hibernating
13389.0,10,3,797.96,5,3,3,533,Loyal Customers
13390.0,74,1,544.08,2,1,3,213,Hibernating
13391.0,203,1,59.8,1,1,1,111,Hibernating
13394.0,1,8,2520.02,5,5,5,555,Champions
13395.0,184,1,307.72,1,1,2,112,Hibernating
13396.0,28,2,1360.99,4,2,4,424,Potential Loyalist
13397.0,72,5,1544.13,2,4,4,244,At Risk
13398.0,191,1,457.34,1,1,2,112,Hibernating
13402.0,126,1,312.95,2,1,2,212,Hibernating
13403.0,17,1,75.0,4,1,1,411,Potential Loyalist
13404.0,0,2,252.49,5,2,2,522,Potential Loyalist
13405.0,73,3,572.45,2,3,3,233,At Risk
13408.0,1,57,25085.84,5,5,5,555,Champions
13410.0,23,5,1003.06,4,4,4,444,Champions
13411.0,106,1,213.55,2,1,1,211,Hibernating
13414.0,133,3,1390.5,2,3,4,234,At Risk
13416.0,43,2,712.5,3,2,3,323,Others
13417.0,4,2,640.83,5,2,3,523,Potential Loyalist
13418.0,11,13,4547.81,5,5,5,555,Champions
13419.0,63,1,221.06,3,1,1,311,Others
13420.0,149,2,159.85,2,2,1,221,Hibernating
13421.0,39,2,1833.71,3,2,4,324,Others
13422.0,63,1,2626.3,3,1,5,315,Others
13425.0,107,3,1624.21,2,3,4,234,At Risk
13426.0,0,9,3304.34,5,5,5,555,Champions
13427.0,18,3,582.6,4,3,3,433,Loyal Customers
13428.0,9,1,201.78,5,1,1,511,Potential Loyalist
13429.0,10,4,1006.8,5,4,4,544,Champions
13430.0,18,2,679.45,4,2,3,423,Potential Loyalist
13431.0,66,2,1269.1,3,2,4,324,Others
13434.0,73,2,534.24,2,2,3,223,Hibernating
13435.0,4,7,3809.89,5,5,5,555,Champions
13436.0,1,1,196.89,5,1,1,511,Potential Loyalist
13437.0,13,7,3408.06,4,5,5,455,Champions
13439.0,254,1,283.71,1,1,2,112,Hibernating
13441.0,91,1,296.64,2,1,2,212,Hibernating
13447.0,22,3,1129.14,4,3,4,434,Loyal Customers
13448.0,16,3,2705.15,4,3,5,435,Loyal Customers
13449.0,23,1,291.88,4,1,2,412,Potential Loyalist
13450.0,26,6,2043.72,4,5,5,455,Champions
13451.0,25,5,2898.26,4,4,5,445,Champions
13452.0,258,2,590.0,1,2,3,123,Hibernating
13453.0,165,2,356.98,1,2,2,122,Hibernating
13455.0,24,1,365.4,4,1,2,412,Potential Loyalist
13456.0,17,6,1766.72,4,5,4,454,Champions
13458.0,6,13,8460.71,5,5,5,555,Champions
13460.0,28,2,183.44,4,2,1,421,Potential Loyalist
13461.0,38,3,1445.0,3,3,4,334,Loyal Customers
13462.0,252,1,151.5,1,1,1,111,Hibernating
13464.0,57,1,674.68,3,1,3,313,Others
13466.0,183,1,307.9,1,1,2,112,Hibernating
13467.0,10,2,1071.91,5,2,4,524,Potential Loyalist
13468.0,1,33,4793.97,5,5,5,555,Champions
13470.0,98,2,165.0,2,2,1,221,Hibernating
13471.0,0,4,2501.84,5,4,5,545,Champions
13473.0,60,2,422.64,3,2,2,322,Others
13474.0,235,1,226.84,1,1,1,111,Hibernating
13475.0,190,4,1431.78,1,4,4,144,At Risk
13476.0,178,2,1238.47,1,2,4,124,Hibernating
13477.0,37,6,1454.58,3,5,4,354,Loyal Customers
13479.0,200,2,300.95,1,2,2,122,Hibernating
13481.0,45,5,1804.56,3,4,4,344,Loyal Customers
13482.0,231,1,184.64,1,1,1,111,Hibernating
13483.0,65,1,140.34,3,1,1,311,Others
13484.0,240,1,313.8,1,1,2,112,Hibernating
13485.0,232,1,454.24,1,1,2,112,Hibernating
13486.0,77,3,1122.41,2,3,4,234,At Risk
13487.0,57,2,382.25,3,2,2,322,Others
13488.0,16,12,7586.39,4,5,5,455,Champions
13489.0,104,4,449.52,2,4,2,242,At Risk
13491.0,51,8,1019.42,3,5,4,354,Loyal Customers
13492.0,135,3,1269.84,2,3,4,234,At Risk
13493.0,274,2,618.63,1,2,3,123,Hibernating
13494.0,311,1,316.26,1,1,2,112,Hibernating
13495.0,7,3,1179.44,5,3,4,534,Loyal Customers
13496.0,10,1,152.32,5,1,1,511,Potential Loyalist
13497.0,282,1,194.55,1,1,1,111,Hibernating
13499.0,17,5,1159.11,4,4,4,444,Champions
13500.0,22,3,1166.77,4,3,4,434,Loyal Customers
13501.0,287,1,1340.32,1,1,4,114,Hibernating
13502.0,16,3,292.0,4,3,2,432,Loyal Customers
13503.0,70,1,216.85,2,1,1,211,Hibernating
13504.0,63,1,295.93,3,1,2,312,Others
13505.0,72,4,4393.63,2,4,5,245,At Risk
13506.0,315,1,157.4,1,1,1,111,Hibernating
13507.0,2,4,2479.16,5,4,5,545,Champions
13508.0,243,1,110.97,1,1,1,111,Hibernating
13509.0,8,7,979.72,5,5,4,554,Champions
13510.0,0,4,1791.56,5,4,4,544,Champions
13512.0,260,1,251.21,1,1,2,112,Hibernating
13513.0,126,1,205.1,2,1,1,211,Hibernating
13514.0,73,1,152.2,2,1,1,211,Hibernating
13515.0,72,4,891.12,2,4,3,243,At Risk
13516.0,20,3,1389.41,4,3,4,434,Loyal Customers
13517.0,59,3,2128.42,3,3,5,335,Loyal Customers
13518.0,85,1,627.16,2,1,3,213,Hibernating
13519.0,77,1,122.75,2,1,1,211,Hibernating
13520.0,58,5,3320.95,3,4,5,345,Loyal Customers
13521.0,0,3,1071.73,5,3,4,534,Loyal Customers
13522.0,29,1,125.8,4,1,1,411,Potential Loyalist
13523.0,32,4,3397.93,3,4,5,345,Loyal Customers
13524.0,40,5,680.18,3,4,3,343,Loyal Customers
13525.0,14,2,628.78,4,2,3,423,Potential Loyalist
13527.0,33,7,2242.36,3,5,5,355,Loyal Customers
13529.0,78,2,307.76,2,2,2,222,Hibernating
13531.0,204,1,178.35,1,1,1,111,Hibernating
13532.0,33,1,210.31,3,1,1,311,Others
13533.0,182,3,269.09,1,3,2,132,At Risk
13534.0,1,23,5586.88,5,5,5,555,Champions
13536.0,0,7,3444.39,5,5,5,555,Champions
13538.0,42,7,1280.85,3,5,4,354,Loyal Customers
13539.0,85,3,631.34,2,3,3,233,At Risk
13544.0,39,2,276.06,3,2,2,322,Others
13546.0,11,3,621.09,5,3,3,533,Loyal Customers
13548.0,95,2,678.16,2,2,3,223,Hibernating
13549.0,25,7,918.2,4,5,4,454,Champions
13551.0,318,1,91.8,1,1,1,111,Hibernating
13552.0,65,12,3740.07,3,5,5,355,Loyal Customers
13555.0,73,4,4098.88,2,4,5,245,At Risk
13557.0,27,2,584.06,4,2,3,423,Potential Loyalist
13558.0,5,4,594.52,5,4,3,543,Loyal Customers
13560.0,6,1,171.42,5,1,1,511,Potential Loyalist
13561.0,215,1,141.86,1,1,1,111,Hibernating
13562.0,81,3,1799.33,2,3,4,234,At Risk
13563.0,83,2,777.53,2,2,3,223,Hibernating
13564.0,143,1,550.64,2,1,3,213,Hibernating
13565.0,18,2,240.22,4,2,1,421,Potential Loyalist
13566.0,40,2,856.84,3,2,3,323,Others
13568.0,172,1,187.05,1,1,1,111,Hibernating
13569.0,16,1,228.8,4,1,1,411,Potential Loyalist
13570.0,242,1,239.49,1,1,1,111,Hibernating
13571.0,12,12,2088.94,4,5,5,455,Champions
13572.0,205,1,1384.25,1,1,4,114,Hibernating
13573.0,49,2,290.25,3,2,2,322,Others
13575.0,22,5,732.07,4,4,3,443,Loyal Customers
13576.0,9,17,6368.19,5,5,5,555,Champions
13577.0,24,4,1687.6,4,4,4,444,Champions
13579.0,14,1,302.34,4,1,2,412,Potential Loyalist
13581.0,308,1,118.0,1,1,1,111,Hibernating
13583.0,155,1,781.03,2,1,3,213,Hibernating
13584.0,306,1,142.4,1,1,1,111,Hibernating
13587.0,63,1,712.4,3,1,3,313,Others
13588.0,15,9,2478.95,4,5,5,455,Champions
13589.0,14,2,379.65,4,2,2,422,Potential Loyalist
13590.0,10,6,1981.92,5,5,5,555,Champions
13591.0,64,3,1117.13,3,3,4,334,Loyal Customers
13592.0,35,4,247.96,3,4,2,342,Loyal Customers
13593.0,107,5,2011.88,2,4,5,245,At Risk
13594.0,52,1,396.97,3,1,2,312,Others
13596.0,5,2,664.11,5,2,3,523,Potential Loyalist
13598.0,46,1,160.04,3,1,1,311,Others
13599.0,0,19,4797.08,5,5,5,555,Champions
13600.0,311,1,219.52,1,1,1,111,Hibernating
13601.0,44,2,693.32,3,2,3,323,Others
13602.0,64,1,428.89,3,1,2,312,Others
13603.0,25,1,164.34,4,1,1,411,Potential Loyalist
13606.0,28,3,276.75,4,3,2,432,Loyal Customers
13607.0,39,1,675.51,3,1,3,313,Others
13610.0,11,7,1082.33,5,5,4,554,Champions
13611.0,88,2,851.25,2,2,3,223,Hibernating
13614.0,23,4,1585.46,4,4,4,444,Champions
13615.0,318,1,417.69,1,1,2,112,Hibernating
13617.0,39,3,544.18,3,3,3,333,Loyal Customers
13618.0,173,1,177.34,1,1,1,111,Hibernating
13621.0,116,1,213.85,2,1,1,211,Hibernating
13623.0,30,5,727.74,4,4,3,443,Loyal Customers
13626.0,252,1,257.23,1,1,2,112,Hibernating
13627.0,58,4,1327.28,3,4,4,344,Loyal Customers
13629.0,22,11,7792.36,4,5,5,455,Champions
13630.0,4,7,2031.78,5,5,5,555,Champions
13631.0,99,11,3070.42,2,5,5,255,At Risk
13632.0,24,5,2118.93,4,4,5,445,Champions
13634.0,32,5,1547.36,3,4,4,344,Loyal Customers
13635.0,67,1,1071.03,2,1,4,214,Hibernating
13636.0,36,5,949.12,3,4,4,344,Loyal Customers
13637.0,51,3,804.3,3,3,3,333,Loyal Customers
13638.0,15,1,122.64,4,1,1,411,Potential Loyalist
13639.0,73,1,1033.34,2,1,4,214,Hibernating
13642.0,215,1,312.28,1,1,2,112,Hibernating
13643.0,30,3,519.44,4,3,3,433,Loyal Customers
13644.0,15,4,2624.26,4,4,5,445,Champions
13645.0,119,1,252.1,2,1,2,212,Hibernating
13647.0,9,4,1648.12,5,4,4,544,Champions
13649.0,256,1,148.8,1,1,1,111,Hibernating
13650.0,16,6,1836.34,4,5,4,454,Champions
13651.0,34,2,94.2,3,2,1,321,Others
13652.0,45,2,786.28,3,2,3,323,Others
13654.0,42,6,2707.33,3,5,5,355,Loyal Customers
13655.0,113,2,932.97,2,2,4,224,Hibernating
13656.0,164,2,379.65,1,2,2,122,Hibernating
13657.0,10,2,382.14,5,2,2,522,Potential Loyalist
13658.0,9,5,2639.17,5,4,5,545,Champions
13659.0,205,2,1563.0,1,2,4,124,Hibernating
13662.0,85,3,881.26,2,3,3,233,At Risk
13663.0,178,1,189.47,1,1,1,111,Hibernating
13666.0,59,3,84.65,3,3,1,331,Loyal Customers
13667.0,148,1,299.05,2,1,2,212,Hibernating
13668.0,2,20,6132.17,5,5,5,555,Champions
13669.0,50,2,218.55,3,2,1,321,Others
13670.0,74,1,349.7,2,1,2,212,Hibernating
13672.0,300,2,186.39,1,2,1,121,Hibernating
13673.0,18,2,387.44,4,2,2,422,Potential Loyalist
13675.0,150,2,486.82,2,3,3,233,At Risk
13678.0,151,1,232.6,2,1,1,211,Hibernating
13680.0,0,4,3719.12,5,4,5,545,Champions
13681.0,17,4,827.83,4,4,3,443,Loyal Customers
13682.0,186,1,59.5,1,1,1,111,Hibernating
13684.0,285,1,65.13,1,1,1,111,Hibernating
13685.0,2,7,3119.44,5,5,5,555,Champions
13686.0,182,1,72.0,1,1,1,111,Hibernating
13689.0,62,1,910.0,3,1,3,313,Others
13690.0,58,1,172.25,3,1,1,311,Others
13692.0,24,3,1488.32,4,3,4,434,Loyal Customers
13694.0,3,48,62142.58,5,5,5,555,Champions
13695.0,30,15,2504.13,4,5,5,455,Champions
13697.0,38,1,151.3,3,1,1,311,Others
13699.0,154,1,308.58,2,1,2,212,Hibernating
13700.0,25,10,2248.63,4,5,5,455,Champions
13703.0,317,1,99.5,1,1,1,111,Hibernating
13704.0,4,9,2308.06,5,5,5,555,Champions
13705.0,7,2,393.72,5,3,2,532,Loyal Customers
13706.0,302,1,330.79,1,1,2,112,Hibernating
13707.0,266,2,806.41,1,3,3,133,At Risk
13708.0,270,1,285.33,1,1,2,112,Hibernating
13709.0,3,13,6307.65,5,5,5,555,Champions
13710.0,31,1,180.48,3,1,1,311,Others
13711.0,218,2,252.06,1,3,2,132,At Risk
13712.0,246,1,228.84,1,1,1,111,Hibernating
13715.0,280,2,582.71,1,3,3,133,At Risk
13716.0,268,1,138.28,1,1,1,111,Hibernating
13717.0,31,6,1445.01,3,5,4,354,Loyal Customers
13718.0,245,2,306.55,1,3,2,132,At Risk
13719.0,14,5,1041.68,4,4,4,444,Champions
13720.0,116,4,799.9,2,4,3,243,At Risk
13721.0,35,1,524.14,3,1,3,313,Others
13722.0,131,3,2375.41,2,3,5,235,At Risk
13723.0,216,1,199.85,1,1,1,111,Hibernating
13725.0,49,8,1980.56,3,5,4,354,Loyal Customers
13726.0,38,2,1079.66,3,3,4,334,Loyal Customers
13727.0,28,2,333.48,4,3,2,432,Loyal Customers
13728.0,36,6,1016.14,3,5,4,354,Loyal Customers
13730.0,135,2,752.6,2,3,3,233,At Risk
13731.0,218,2,610.59,1,3,3,133,At Risk
13732.0,27,1,491.86,4,1,3,413,Potential Loyalist
13735.0,24,4,2883.54,4,4,5,445,Champions
13736.0,4,2,729.8,5,3,3,533,Loyal Customers
13737.0,199,1,339.6,1,1,2,112,Hibernating
13739.0,17,1,216.9,4,1,1,411,Potential Loyalist
13740.0,240,1,350.75,1,1,2,112,Hibernating
13741.0,71,3,668.43,2,3,3,233,At Risk
13742.0,16,12,3107.87,4,5,5,455,Champions
13743.0,2,7,1341.6,5,5,4,554,Champions
13744.0,94,2,1080.52,2,3,4,234,At Risk
13745.0,161,1,300.04,2,1,2,212,Hibernating
13748.0,95,4,744.25,2,4,3,243,At Risk
13750.0,53,5,1647.26,3,4,4,344,Loyal Customers
13751.0,287,1,296.25,1,1,2,112,Hibernating
13752.0,123,6,1175.38,2,5,4,254,At Risk
13753.0,287,1,741.26,1,1,3,113,Hibernating
